SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-17¿ÀÈÄ4:5Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,Date-Time(Max),ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250117_140630, SI_2025.01.17_14.06.30_018, 47.45, 6.93, 0.21, 2017.2, 550.2, 2090.9, 15.3, 96.6, 121.1, 39.6, -1.0, -2.3, 54.5, -3.8, 47.99, 7.94, -0.18, 4394.2, 124.3, 4478.9, 1.9, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,20250117_140618, 1739,  48.1,  6.6,  0.6,  3050.4,  598.7,  3108.6,  11.1,  35.8,  0.3,  -0.6,  -2.7,  27.6,  -7.2,  -17.8,  81.8,  57.3,  -3.6,  6.9,  0.0,  0.0,  5.9,  0,  ,  2025.01.17 14:06:18, , GRadar,20250117_140615, SD_2025.01.17_14.06.15_002, 47.60, 5.90, 0.65, 2941.7, 857.1, 3064.0, 16.2, 88.7, 108.0, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 47.70, 16.79, -2.29, 5566.6, -704.3, 5735.5, -8.8, 0, 1, , 
Wave,20250117_140711, SI_2025.01.17_14.07.11_019, 52.16, 21.39, -1.00, 5360.9, -223.7, 5365.5, -2.4, 155.5, 161.6, 36.4, -1.9, -0.0, 58.9, -1.2, 45.86, 22.26, 1.80, 3502.5, 258.7, 3492.5, 0.8, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,20250117_140659, 1740,  53.1,  22.2,  -0.9,  3925.5,  -843.8,  4015.2,  -12.1,  37.3,  3.8,  -1.7,  -1.4,  25.3,  -1.5,  -4.5,  33.9,  63.1,  3.1,  0.2,  0.0,  0.0,  0.1,  0,  ,  2025.01.17 14:06:59, , GRadar,20250117_140656, SD_2025.01.17_14.06.56_003, 52.47, 20.45, -1.59, 3575.9, -42.0, 3576.1, -0.7, 159.3, 166.0, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 53.29, 21.74, -3.36, 4689.1, -742.6, 4769.6, -10.3, 0, 0, , 
Wave,20250117_140946, SI_2025.01.17_14.09.46_027, 48.01, 24.37, 0.78, 6026.3, 845.6, 6085.4, 8.0, 136.8, 141.8, 41.0, 0.8, -3.0, 58.8, -3.3, 48.66, 20.59, -2.61, 6104.9, -11.7, 6166.0, -0.5, 0, 0, , GCQ,20250117_140934, Iron,  Standard,  48.8,  23.5,  0.5,  3824,  -13,  -0.2,  3824,  147.6,  157.8,  1.2,  47.3,  31.2,  39.8,  1.23,  -3.0,  3.2,  -2.4,  -2.7,  31.8,  2824.9,  -7,  -18.0, , TM4,20250117_140934, 2025-01-17 PM 2:09:34, , , Unknown Player, 7 Iron, Premium, 38.482, -3, 0.4, 7.6, 57.669000000000004, -1.5909999999999997, 26.63, -1.5139999999999998, -1.914, 48.8109, 1.2684, 23.097000000000005, -1.2560000000000002, 3837.86, Measured, 19.836, 87.3193588256836, 26.25903695384318, 1.893066789872435, 145.1571560573275, 5.470300331078247, -1.5971741049587274, 5.188833, 143.51107258828048, 5.348800894369324, 43.597894683304396, 27.584718704223633, 5.105944, 158.00400644773023, 6.407899498810091, 62.34195197946386, 3.7198607800146894, -11.082121132948464, 8.491, , , , , , , , TRUE, , , , , Max,20250117_140936, 1741,  49.0,  24.3,  0.3,  3684.6,  256.3,  3693.5,  4.0,  36.1,  2.2,  6.9,  -2.9,  31.6,  9.4,  -17.2,  71.6,  63.1,  0.9,  -3.7,  0.0,  0.0,  3.3,  0,  ,  2025.01.17 14:09:36, , GRadar,20250117_140931, SD_2025.01.17_14.09.31_005, 47.67, 22.91, -0.31, 5316.0, 962.0, 5402.3, 10.3, 154.6, 166.6, 37.7, 98765.0, 98765.0, 98765.0, 98765.0, 48.22, 21.27, -3.18, 6023.7, -931.0, 6163.3, -10.2, 0, 1, , 
Wave,20250117_141109, SI_2025.01.17_14.11.09_043, 47.57, 19.08, -4.10, 5685.8, -1386.2, 5852.4, -13.7, 135.0, 143.5, 39.5, -6.4, 2.4, 54.6, -1.7, 48.10, 18.91, -5.57, 5153.0, -1166.9, 5341.9, -14.0, 0, 0, , GCQ,20250117_141057, Iron,  Standard,  48.5,  18.3,  -3.4,  5475,  -2223,  -22.1,  5909,  135.2,  144.7,  -34.9,  43.1,  22.8,  39.6,  1.23,  -0.9,  3.9,  --,  --,  --,  --,  --,  --, , TM4,20250117_141057, 2025-01-17 PM 2:10:57, , , Unknown Player, 7 Iron, Premium, 38.47, -0.5, 1.7, 1.4, 57.70199999999999, 1.335, 22.181, -5.023, -6.723, 48.5919, 1.2631, 16.981, -3.375, 5849.82, Measured, -8.512, 79.95352172851562, 21.298736118077546, -12.862410208451307, 116.27326862957737, -22.684429620580204, 6.653045668677137, 4.452654, 123.84829557282187, -24.570494164508148, 43.3273533078059, 22.892818450927734, 4.907081, 133.0864548076168, -26.786971975073175, , , , -17.381, , , , , , , , TRUE, , , , , Max,20250117_141058, 1742,  48.8,  18.9,  -4.4,  5209.3,  -1906.2,  5547.1,  -20.1,  36.0,  5.2,  6.5,  -0.5,  32.1,  17.3,  -8.2,  12.8,  63.5,  5.1,  -0.9,  0.0,  0.0,  0.8,  0,  ,  2025.01.17 14:10:58, , GRadar,20250117_141054, SD_2025.01.17_14.10.54_010, 47.60, 18.08, -4.47, 6266.6, -1632.0, 6475.6, -14.6, 128.7, 134.9, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 48.93, 20.27, -0.83, 6513.1, -532.4, 6616.3, -5.3, 0, 1, , 
Wave,20250117_141132, SI_2025.01.17_14.11.32_044, 47.13, 20.20, -0.41, 5379.3, 101.5, 5380.3, 1.1, 136.2, 144.2, 39.4, -2.7, -1.0, 58.4, -3.2, 47.74, 19.34, -4.12, 6076.4, -79.4, 6101.9, -0.2, 0, 0, , GCQ,20250117_141120, Iron,  Standard,  47.8,  19.6,  0.2,  5499,  -413,  -4.3,  5514,  136.4,  144.7,  -4.6,  44.7,  25.0,  40.1,  1.19,  -2.6,  4.7,  -6.9,  -1.1,  30.9,  3601.6,  7,  -18.9, , TM4,20250117_141120, 2025-01-17 PM 2:11:20, , , Unknown Player, 7 Iron, Premium, 38.374, -3.6, 1.9999999999999998, 9.299999999999999, 57.31999999999999, -0.33, 24.081, -1.8870000000000002, -3.8870000000000005, 48.2054, 1.2562, 18.979, -1.088, 5515.76, Measured, -4.674, 87.49051666259766, 24.124593345045653, -2.8810303417637404, 136.2491669803601, -5.785856534909032, -1.5714893898525564, 5.627873, 134.69979398045416, -5.686080147348365, 44.9594188613715, 22.823198318481445, 5.531582, 143.63994544874805, -6.258346550050312, 62.69028805249991, -10.932058663964607, -9.104982655466287, -3.13, , , , , , , , TRUE, , , , , Max,20250117_141120, 1743,  48.0,  20.2,  -1.4,  5135.4,  -55.3,  5135.7,  -0.6,  35.8,  5.3,  16.7,  -0.2,  30.4,  -11.9,  -19.5,  4.6,  61.7,  5.1,  -4.1,  0.0,  0.0,  3.5,  0,  ,  2025.01.17 14:11:20, , GRadar,20250117_141117, SD_2025.01.17_14.11.17_011, 47.74, 19.97, -0.72, 5005.9, -172.0, 5008.8, -2.0, 133.4, 140.4, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 47.58, 20.13, -2.55, 5997.3, -281.6, 6053.0, -2.9, 0, 1, , 
Wave,20250117_141155, SI_2025.01.17_14.11.55_045, 50.78, 22.19, -0.30, 5911.9, -162.6, 5914.1, -1.6, 148.0, 153.5, 39.6, -2.7, 0.5, 56.7, -1.5, 50.31, 19.62, -2.82, 5606.2, -451.0, 5644.8, -4.4, 0, 1, , GCQ,20250117_141143, Iron,  Standard,  51.4,  21.5,  0.4,  4796,  -716,  -8.5,  4849,  151.7,  160.2,  -10.6,  48.2,  32.1,  38.6,  1.33,  -2.5,  4.8,  --,  --,  --,  --,  --,  --, , TM4,20250117_141143, 2025-01-17 PM 2:11:43, , , Unknown Player, 7 Iron, Premium, 38.583, -2.5999999999999996, 2.8, 6.5, 60.904, 1.213, 25.061, -1.289, -4.089, 51.8418, 1.3436, 20.825, -0.601, 4930.41, Measured, -6.850999999999999, 95.0671157836914, 31.23869444651083, -5.9132909185060765, 154.0205191573666, -12.712867433653788, -15.972820133175153, 7.054586, 142.4466353378968, -11.455079172084716, 51.41242894747457, 22.477073669433594, 6.201031, 148.94230105103668, -12.136546025651215, 64.4622624619781, 1.5166495431592764, -5.358621920013685, -9.965, , , , , , , , TRUE, , , , , Max,20250117_141143, 1744,  51.7,  22.4,  -0.8,  4783.0,  -498.1,  4808.9,  -5.9,  36.9,  4.1,  6.5,  -1.8,  28.7,  4.7,  -8.5,  45.4,  60.3,  2.9,  -2.3,  0.0,  0.0,  2.0,  0,  ,  2025.01.17 14:11:43, , GRadar,20250117_141140, SD_2025.01.17_14.11.40_012, 50.62, 21.19, -0.95, 6511.1, -783.0, 6558.1, -6.9, 142.0, 145.9, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 50.50, 20.69, -3.33, 4867.2, -1156.3, 5190.2, -16.2, 0, 1, , 
Wave,20250117_141218, SI_2025.01.17_14.12.18_046, 50.29, 18.90, 0.46, 5597.6, -534.9, 5623.1, -5.5, 147.3, 154.6, 40.4, -5.5, 3.3, 59.3, -0.1, 50.56, 18.58, -2.02, 5414.1, -232.6, 5460.8, -1.6, 0, 0, , GCQ,20250117_141206, Iron,  Standard,  50.8,  17.9,  1.1,  6426,  -1319,  -11.6,  6560,  143.2,  150.2,  -12.7,  45.8,  26.4,  40.2,  1.26,  -2.9,  6.0,  -5.8,  -4.8,  26.6,  2540.3,  -16,  -13.6, , TM4,20250117_141206, 2025-01-17 PM 2:12:06, , , Unknown Player, 7 Iron, Premium, 38.929, -3.2, 3.6, 8.1, 58.97200000000001, 1.506, 22.563, -1.996, -5.596, 51.4255, 1.321, 16.971000000000004, -0.7000000000000001, 6529.66, Measured, -6.19, 91.71650695800781, 27.670530437073232, -4.324720257413306, 131.89063494916095, -10.912084003163946, -0.5435875900825118, 6.025603, 131.49054726742008, -10.826970758387624, 53.312566027710986, 20.44503402709961, 5.992544, 134.89934347141414, -11.548799262309648, 64.22394382872177, 9.517743791801584, -5.83201287985152, -9.225, , , , , , , , TRUE, , , , , Max,20250117_141205, 1745,  51.1,  18.6,  0.4,  5830.9,  -1482.6,  6016.5,  -14.3,  36.7,  5.3,  6.4,  -2.6,  29.5,  14.3,  -11.3,  65.5,  59.6,  3.7,  -2.1,  0.0,  0.0,  1.8,  0,  ,  2025.01.17 14:12:05, , GRadar,20250117_141203, SD_2025.01.17_14.12.03_013, 50.58, 18.18, 0.16, 6027.5, -663.0, 6063.8, -6.3, 129.1, 132.5, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 51.04, 20.93, -2.55, 5859.1, -310.6, 5937.8, -4.3, 0, 0, , 
Wave,20250117_141242, SI_2025.01.17_14.12.42_047, 48.76, 20.39, 1.55, 5986.7, -189.8, 5989.7, -1.8, 140.5, 146.7, 39.4, -6.0, 2.8, 57.9, -1.7, 49.33, 20.13, -1.64, 5933.4, -168.1, 5960.0, -0.7, 0, 0, , GCQ,20250117_141230, Iron,  Standard,  49.4,  19.8,  2.3,  7485,  -813,  -6.2,  7529,  136.6,  142.7,  -2.4,  47.9,  28.2,  40.6,  1.22,  -2.2,  4.2,  --,  --,  --,  --,  --,  --, , TM4,20250117_141230, 2025-01-17 PM 2:12:30, , , Unknown Player, 7 Iron, Premium, 38.854, -2.2000000000000006, 2.2000000000000006, 5.5, 59.846000000000004, 0.852, 25.912999999999997, -0.01, -2.21, 49.7708, 1.281, 19.105, 0.593, 7536.31, Measured, -1.9429999999999998, 86.6730728149414, 27.54192622717087, -0.33097737902850655, 127.16259529244908, 0.22331921590244486, -0.8761641783322341, 5.922273, 126.44609404942669, 0.19646681737853167, 50.556359201781575, 21.55182647705078, 5.869897, 130.10737048801215, 0.33174030531452275, 64.55283623200502, 10.148329412295448, -4.342023365012084, -1.113, , , , , , , , TRUE, , , , , Max,20250117_141231, 1746,  49.7,  20.6,  1.6,  7567.0,  -676.4,  7597.1,  -5.1,  36.3,  4.1,  14.0,  -1.3,  35.3,  16.0,  -9.4,  32.9,  64.2,  3.4,  -2.5,  0.0,  0.0,  2.1,  0,  ,  2025.01.17 14:12:31, , GRadar,20250117_141227, SD_2025.01.17_14.12.27_014, 48.72, 19.10, 0.98, 6070.8, -19.0, 6070.8, -0.2, 122.5, 125.9, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 48.85, 20.84, -1.27, 6002.8, -778.9, 6165.1, -7.6, 0, 0, , 
Wave,20250117_141307, SI_2025.01.17_14.13.07_048, 46.12, 20.31, -2.16, 5249.5, -654.7, 5290.1, -7.1, 132.1, 140.9, 39.4, -1.9, 0.8, 62.1, 0.2, 21.64, 24.98, -0.11, 1759.9, -186.1, 1788.6, -5.4, 0, 0, , GCQ,20250117_141255, Iron,  Standard,  46.8,  20.0,  -1.4,  3784,  -2072,  -28.7,  4314,  132.8,  143.5,  -33.1,  41.3,  21.7,  39.6,  1.18,  -2.6,  1.6,  -6.1,  -4.4,  28.1,  1653.3,  -15,  5.8, , TM4,20250117_141255, 2025-01-17 PM 2:12:55, , , Unknown Player, 7 Iron, Premium, 38.858, -0.2, 3.2, 0.4, 69.142, 2.932, 22.675, -2.269, -5.469, 46.9773, 1.2089, 18.731000000000005, -1.266, 4228.01, Measured, -21.248, 79.5448989868164, 21.554085943366637, -11.056336782342127, 115.72872003246943, -21.720184878530063, 7.247158896336046, 4.494817, 124.06030500239592, -24.060209992115965, 43.191946962019955, 22.762592315673828, 4.997657, 135.41272158003855, -27.12290876381055, 63.521712221200445, 4.6644092240592006, 0.15878706865286513, -21.365, , , , , , , , TRUE, , , , , Max,20250117_141256, 1747,  47.1,  20.8,  -2.4,  3498.5,  -1496.1,  3805.0,  -23.2,  35.5,  5.1,  7.9,  2.2,  31.7,  8.2,  -0.2,  -55.5,  58.7,  6.0,  -0.7,  0.0,  0.0,  0.6,  0,  ,  2025.01.17 14:12:56, , GRadar,20250117_141253, SD_2025.01.17_14.12.53_015, 46.09, 19.28, -2.43, 6120.7, -1920.0, 6414.8, -17.4, 123.4, 130.7, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 47.16, 22.68, -6.18, 5539.8, -753.1, 5702.7, -10.0, 0, 0, , 
Wave,20250117_141332, SI_2025.01.17_14.13.32_052, 49.09, 24.42, 1.84, 7117.1, -92.9, 7117.7, -0.7, 137.0, 141.1, 40.9, -5.9, 2.5, 54.0, -2.7, 26.22, 28.25, 5.19, 2651.9, 144.2, 2625.6, 1.8, 0, 0, , GCQ,20250117_141320, Iron,  Standard,  49.7,  23.8,  2.1,  4621,  -169,  -2.1,  4624,  146.4,  155.0,  3.0,  49.3,  33.3,  41.4,  1.20,  -0.6,  3.7,  -1.3,  -2.4,  33.6,  2492.1,  -17,  -20.4, , TM4,20250117_141320, 2025-01-17 PM 2:13:20, , , Unknown Player, 7 Iron, Premium, 40.145, -1, 0.8, 2.5999999999999996, 54.287, -0.10799999999999998, 27.414000000000005, 0.087, -0.7130000000000001, 50.0428, 1.2466, 23.264000000000003, 0.198, 4612.04, Measured, 3.308, 96.39728546142578, 33.27190926004203, 2.634565109414749, 145.1659247642797, 7.842277215938465, 1.3129535434547384, 6.318766, 146.29582797010232, 7.979328720087357, 49.40888977706417, 24.127145767211914, 6.39094, 154.70837475788784, 8.992878760731722, 61.14083055442523, 11.75446522658574, -15.156105988088203, 7.474, , , , , , , , TRUE, , , , , Max,20250117_141322, 1748,  49.9,  24.7,  1.0,  4355.1,  -194.5,  4359.5,  -2.6,  36.3,  2.8,  8.9,  -0.9,  37.0,  16.0,  -16.3,  22.3,  62.7,  2.4,  -0.4,  0.0,  0.0,  0.3,  0,  ,  2025.01.17 14:13:22, , GRadar,20250117_141317, SD_2025.01.17_14.13.17_016, 49.86, 23.56, 1.06, 4582.2, 524.0, 4612.0, 6.5, 142.2, 147.7, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 49.76, 23.39, -0.19, 6500.2, -759.0, 6617.0, -6.6, 0, 1, , 
Wave,20250117_141401, SI_2025.01.17_14.14.01_053, 50.46, 20.25, -2.33, 5220.8, -110.3, 5221.9, -1.2, 149.8, 156.6, 39.4, -1.3, -2.2, 61.4, -3.1, 50.70, 19.03, -5.60, 5236.0, -299.0, 5257.1, -3.4, 0, 0, , GCQ,20250117_141349, Iron,  Standard,  51.2,  19.3,  -1.9,  6330,  -498,  -4.5,  6350,  145.8,  153.1,  -11.3,  47.5,  29.4,  38.7,  1.32,  -3.8,  0.7,  -2.0,  -4.7,  27.3,  2070.5,  -1,  -11.7, , TM4,20250117_141349, 2025-01-17 PM 2:13:49, , , Unknown Player, 7 Iron, Premium, 38.587, -2.8999999999999986, -0.5, 7.5, 60.975, -2.218, 23.889999999999997, -3.034, -2.534, 51.3572, 1.3309, 18.416, -2.488, 6263.73, Measured, 0.4890000000000001, 91.64067077636719, 27.85628504800594, -6.30313029667249, 140.32520242477682, -9.648840657796113, -0.6650733083416223, 5.921786, 139.71808154902288, -9.616707795945498, 47.4779096893444, 23.09481430053711, 5.882861, 146.67333637516396, -9.983265785670342, , , , -3.557, , , , , , , , TRUE, , , , , Max,20250117_141349, 1749,  51.4,  19.8,  -3.0,  6304.1,  -554.7,  6328.4,  -5.0,  36.8,  4.8,  -5.5,  -1.3,  27.1,  -0.6,  -9.0,  32.0,  64.3,  4.7,  4.3,  0.0,  0.0,  3.7,  0,  ,  2025.01.17 14:13:49, , GRadar,20250117_141346, SD_2025.01.17_14.13.46_017, 50.36, 19.55, -2.59, 6074.7, -31.0, 6074.8, -0.3, 136.7, 141.0, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 50.44, 22.23, -1.02, 5516.6, -466.6, 5603.4, -6.2, 0, 1, , 
Wave,20250117_141432, SI_2025.01.17_14.14.32_054, 48.11, 21.42, -0.41, 6805.7, -96.0, 6806.3, -0.8, 134.1, 138.6, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,20250117_141420, Iron,  Standard,  48.3,  21.3,  0.9,  4221,  -1586,  -20.6,  4509,  140.3,  149.4,  -21.8,  45.0,  26.3,  39.9,  1.21,  -0.5,  2.7,  -3.0,  1.9,  30.8,  1050.5,  -14,  0.0, , TM4,20250117_141420, 2025-01-17 PM 2:14:20, , , Unknown Player, 7 Iron, Premium, 39.572, , , , 60.234, 1.823, 24.752, -1.993, , 48.6935, 1.2305, 20.835, -0.506, 4485.67, Measured, 0.9080000000000001, 81.98966217041016, 22.94517769386762, -3.879112402165753, 137.5243906819615, -6.086562975530654, -3.3501017819322936, 5.208545, 133.88240891165398, -6.016202290559803, 41.490786291954215, 24.995620727539062, 5.011992, 147.31152711982443, -6.270368337182067, , , , -4.835, , , , , , , , TRUE, , , , , Max,20250117_141421, 1750,  48.4,  22.0,  0.3,  3793.0,  -1339.7,  4022.6,  -19.5,  35.9,  4.8,  7.6,  2.9,  33.3,  10.0,  -0.7,  -72.7,  55.4,  6.2,  1.6,  0.0,  0.0,  1.4,  0,  ,  2025.01.17 14:14:21, , GRadar,20250117_141417, SD_2025.01.17_14.14.17_018, 47.93, 20.62, -0.62, 5774.5, -252.0, 5780.0, -2.5, 136.6, 146.4, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 48.09, 23.27, -3.26, 4857.5, -826.4, 5048.5, -12.1, 0, 1, , 
Wave,20250117_141501, SI_2025.01.17_14.15.01_055, 49.70, 26.39, 2.52, 7016.7, 1037.1, 7092.9, 8.4, 137.5, 141.3, 44.0, 0.1, -1.7, 55.9, -2.6, 23.08, 26.52, 3.77, 1811.4, -242.8, 1784.8, -6.3, 0, 0, , GCQ,20250117_141449, Iron,  Standard,  50.5,  25.9,  2.7,  3829,  -26,  -0.4,  3829,  152.8,  162.2,  7.1,  50.4,  37.2,  41.9,  1.21,  -1.1,  5.2,  12.0,  -6.9,  32.1,  2805.6,  3,  -21.1, , TM4,20250117_141449, 2025-01-17 PM 2:14:49, , , Unknown Player, 7 Iron, Premium, 40.067, -0.4, 0, 0.8, 55.55, -0.5309999999999999, 28.889, 1.158, 1.158, 50.5327, 1.2612, 25.491, 0.9769999999999998, 3817.01, Measured, 12.233999999999998, 105.20643615722656, 36.51743089847663, 7.35202742419003, 161.3529062251835, 19.466903373116953, -1.757772383108805, 6.886359, 159.88493844832468, 19.0689942940478, 49.56710895056445, 24.372665405273438, 6.792351, 169.27241021557825, 21.584119384385595, 63.90926734825225, 4.542857376672953, -14.31820155709309, 16.359, , , , , , , , TRUE, , , , , Max,20250117_141450, 1751,  50.5,  26.8,  2.1,  3806.6,  -336.6,  3821.4,  -5.1,  36.5,  3.4,  4.1,  -1.4,  32.8,  8.2,  -11.9,  35.4,  66.9,  2.3,  1.7,  0.0,  0.0,  1.5,  0,  ,  2025.01.17 14:14:50, , GRadar,20250117_141447, SD_2025.01.17_14.14.47_019, 49.23, 25.61, 1.73, 2886.3, 390.0, 2912.5, 7.7, 153.2, 159.6, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 50.14, 22.72, -0.34, 5870.0, -690.1, 5964.9, -7.3, 0, 1, , 
Wave,20250117_141530, SI_2025.01.17_14.15.30_056, 45.58, 21.76, 0.20, 5528.3, -242.9, 5533.6, -2.5, 130.1, 137.2, 39.5, -1.6, 1.4, 63.0, 0.6, 46.38, 21.16, -1.18, 6195.4, -209.8, 6221.4, -2.2, 0, 0, , GCQ,20250117_141518, Iron,  Standard,  46.3,  21.4,  1.2,  5513,  -1466,  -14.9,  5705,  129.8,  137.8,  -13.7,  45.6,  25.0,  39.7,  1.17,  -1.8,  3.0,  -2.5,  -4.6,  27.0,  1659.1,  -21,  0.3, , TM4,20250117_141518, 2025-01-17 PM 2:15:18, , , Unknown Player, 7 Iron, Premium, 38.791, -1.4, 3.3999999999999995, 3.2, 66.126, 2.6399999999999997, 26.377, -1.4299999999999997, -4.83, 46.5083, 1.1989, 20.960000000000004, -0.38999999999999996, 5675.7, Measured, -9.356, 82.45256805419922, 25.034696497383237, -4.727292382621499, 121.84394808112103, -11.606661085093634, -3.3336960189920424, 5.921991, 119.37851520224898, -11.095300096058788, 52.65041616962175, 19.389827728271484, 5.71022, 123.5769918378989, -11.948509080733567, 63.90427625828291, 11.280532427593863, -4.906562285700976, -10.286, , , , , , , , TRUE, , , , , Max,20250117_141518, 1752,  46.4,  22.1,  0.3,  7594.0,  530.6,  7612.6,  4.0,  35.2,  4.2,  20.0,  1.4,  39.0,  16.4,  -7.6,  -34.5,  64.0,  5.2,  -4.5,  0.0,  0.0,  3.8,  0,  ,  2025.01.17 14:15:18, , GRadar,20250117_141515, SD_2025.01.17_14.15.15_020, 45.90, 20.80, -0.22, 7187.7, -1317.0, 7307.4, -10.4, 118.8, 122.5, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 46.49, 24.25, -3.18, 6732.9, -668.9, 6838.2, -7.3, 0, 0, , 
