SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-17¿ÀÈÄ4:5Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,Date-Time(Max),ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250117_151559, SI_2025.01.17_15.15.59_210, 53.46, 14.30, 0.34, 3043.7, 606.6, 3103.5, 11.3, 164.5, 181.1, 39.5, 3.2, -2.7, 52.8, 0.0, 25.26, 25.23, 0.16, 2119.5, -217.4, 2100.8, -4.7, 0, 0, , GCQ,20250117_151548, Iron,  Standard,  53.9,  13.5,  0.6,  3582,  300,  4.8,  3595,  166.0,  180.5,  8.7,  37.1,  21.3,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_151547, 2025-01-17 PM 3:15:47, , , Unknown Player, 7 Iron, Premium, 38.614, 1.7999999999999998, 0.8, -5, 54.477, 1.991, 15.964999999999998, -1.105, -1.905, 54.2194, 1.4041, 13.012, -0.702, 3587.57, Measured, 6.884000000000001, 109.22872161865234, 22.231681811604105, 3.02358003164396, 162.50371709757627, 12.306676831854942, -0.30811111415687803, 5.963589, 162.15207837245217, 12.2155440542246, 40.662716822509665, 22.55752944946289, 5.942682, 175.72773418701104, 15.717299077518561, 60.261342670686574, -8.185147828615404, -0.5464633919712758, 14.196, , , , , , , , TRUE, , , , , Max,20250117_151547, 1876,  54.1,  14.3,  0.0,  3682.0,  133.5,  3684.5,  2.1,  37.5,  -0.7,  10.5,  -4.7,  22.7,  12.6,  -2.8,  117.3,  57.5,  -6.2,  2.8,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:15:47, , GRadar,20250117_151545, SD_2025.01.17_15.15.45_005, 53.19, 13.67, -0.29, 2766.0, 632.5, 2837.4, 12.9, 157.7, 166.7, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 53.82, 15.77, -2.68, 3826.4, -455.0, 3893.0, -8.4, 0, 1, , 
Wave,20250117_151626, SI_2025.01.17_15.16.26_211, 52.50, 14.77, 3.35, 4070.1, 851.5, 4158.2, 11.8, 156.6, 170.6, 39.4, -1.9, -0.2, 54.1, -2.8, 53.05, 15.45, -0.68, 3976.3, 629.0, 4051.0, 8.0, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_151614, 2025-01-17 PM 3:16:14, , , Unknown Player, 7 Iron, Premium, 38.106, 0.6, -0.6, -1.7000000000000002, 56.628, -0.46800000000000014, 16.387, 1.448, 2.048, 53.1501, 1.3948, 14.071999999999997, 1.109, 2760.52, Measured, 14.885, 99.42389678955078, 18.345439005324984, 8.822044902447587, 155.53350829178967, 23.368505118191834, 0.5124254067891887, 5.165511, 156.27587062340515, 23.59535180375232, 34.4928045424891, 24.553447723388672, 5.202586, 176.3519715098225, 29.714959947520033, 62.3909944702358, -6.766284520817283, 4.056493067559112, 20.601, , , , , , , , TRUE, , , , , Max,20250117_151614, 1877,  53.3,  15.1,  2.4,  3124.3,  551.0,  3172.5,  10.0,  37.3,  1.4,  3.8,  -10.7,  16.4,  -3.2,  -8.2,  262.0,  66.9,  -7.0,  2.1,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:16:14, , GRadar,20250117_151611, SD_2025.01.17_15.16.11_006, 52.55, 14.39, 2.30, 4186.5, 1271.0, 4375.2, 16.9, 151.0, 168.2, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 53.09, 17.64, -0.05, 3739.1, -649.5, 3834.2, -11.6, 0, 1, , 
Wave,20250117_151655, SI_2025.01.17_15.16.55_212, 50.14, 13.08, 1.41, 3403.5, -173.2, 3407.9, -2.9, 145.3, 163.5, 37.9, -1.1, 2.7, 53.8, 2.1, 50.60, 14.68, -1.57, 4961.4, 170.0, 4994.6, 0.5, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_151643, 2025-01-17 PM 3:16:43, , , Unknown Player, 7 Iron, Premium, 38.227, 1.4, 2, -4, 54.733, 2.8569999999999998, 14.727999999999998, 0.34299999999999997, -1.657, 51.3622, 1.3436, 11.677, 0.7119999999999999, 3504.2, Measured, 2.972000000000001, 91.95207977294922, 16.20536008235309, 2.1339538904027986, 155.71688582680756, 4.973851309718663, -10.144512477790283, 5.480335, 142.80242795933032, 4.344484835899581, 34.443374822629394, 24.341232299804688, 4.82262, 161.80826079740038, 5.246637783283134, 61.4856053800835, 0.8705852697512468, -4.165574544145551, 2.57, , , , , , , , TRUE, , , , , Max,20250117_151642, 1878,  51.3,  13.2,  1.5,  3180.2,  -38.8,  3180.4,  -0.7,  36.8,  0.4,  9.2,  -4.9,  19.1,  5.0,  2.0,  123.4,  53.9,  -5.1,  4.7,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:16:42, , GRadar,20250117_151640, SD_2025.01.17_15.16.40_000, 50.10, 12.46, 1.69, 2623.3, 172.8, 2629.0, 3.8, 144.9, 157.7, 37.0, -22.2, 2.2, 51.8, -22.1, 51.41, 16.94, -0.69, 4103.8, -293.9, 4179.3, -7.2, 0, 0, , 
Wave,20250117_151723, SI_2025.01.17_15.17.23_213, 53.80, 12.82, 1.49, 3607.7, -2.5, 3607.7, -0.0, 162.5, 178.7, 39.4, -1.7, 2.0, 52.9, 0.4, 54.30, 13.48, 1.75, 2833.5, -69.6, 2905.0, -5.6, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_151711, 2025-01-17 PM 3:17:11, , , Unknown Player, 7 Iron, Premium, 38.03, 0, 2, -0.1, 53.999, 1.8320000000000007, 15.794, 0.92, -1.08, 54.4168, 1.4309, 12.923999999999998, 1.117, 3476.04, Measured, -2.683, 104.01568603515625, 17.451239454620897, 0.3431788970347634, 163.56578141618905, -0.7470293632448151, -2.355322585822598, 5.314395, 160.24842227831715, -0.6670614984919515, 34.324781103477285, 24.30193519592285, 5.147405, 179.41336726386209, -1.1177073671241682, 64.04688642127678, 2.1236282975622593, 2.79548015259742, -3.791, , , , , , , , TRUE, , , , , Max,20250117_151711, 1880,  54.5,  14.2,  1.7,  3031.9,  -449.6,  3065.0,  -8.4,  37.6,  3.1,  12.2,  -2.9,  24.9,  7.1,  -0.5,  73.3,  58.6,  0.2,  3.0,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:17:11, , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_151801, 2025-01-17 PM 3:18:01, , , Unknown Player, 7 Iron, Premium, 37.674, , , , , , , , , 37.2418, 0.9885, 0.708, -3.0270000000000006, 11223.85, Measured, -37.76800000000001, 15.01783275604248, 0.2435158076711072, -1.019884061858343, 27.010148349870416, -2.731920966887123, -0.27160437263583626, 0.826439, 20.45924882656406, -1.5451472618509645, 5.561726795342546, 31.164236068725586, 0.601813, 52.19408463710581, -4.809388659547204, , , , -0.466, , , , , , , , TRUE, , , , , Max,20250117_151801, 1881,  38.8,  5.5,  -3.5,  2079.0,  -35.4,  2079.3,  -1.0,  32.5,  -1.9,  13.3,  -3.4,  35.1,  22.1,  2.9,  85.5,  62.0,  -5.1,  0.6,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:18:01, , GRadar,20250117_151747, SD_2025.01.17_15.17.47_000, 35.30, 14.65, -18.64, 6795.5, -377.0, 6806.0, -3.2, 86.9, 94.3, 35.3, 98765.0, 98765.0, 98765.0, 98765.0, 25.66, 31.92, 2.03, 2478.1, -289.6, 2472.1, -5.2, 0, 0, , 
Wave,20250117_151813, SI_2025.01.17_15.18.13_215, 36.47, 7.57, -4.47, 2020.2, -1963.9, 2817.5, -44.2, 46.1, 67.4, 39.9, -1.0, 3.6, 55.5, 4.8, 36.97, 14.92, -3.19, 7016.9, 799.4, 7201.7, 6.9, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250117_151758, SD_2025.01.17_15.17.58_001, 36.37, 6.13, -3.99, 2512.8, -714.5, 2612.4, -15.9, 42.6, 60.7, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 38.18, 24.05, -2.25, 7084.3, 44.0, 7177.6, 0.1, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250117_151801, SD_2025.01.17_15.18.01_002, 45.77, 11.10, -21.78, 1447.4, -1010.7, 1765.4, -34.9, 113.3, 132.5, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , 
Wave,20250117_151836, SI_2025.01.17_15.18.36_216, 55.47, 8.22, -1.84, 2250.7, -324.0, 2273.9, -8.2, 153.6, 177.8, 41.0, -1.2, -0.7, 50.0, -1.7, 79.21, 15.93, -2.02, 8478.9, 1335.5, 8575.7, 13.9, 0, 1, , GCQ,20250117_151824, Iron,  Standard,  55.8,  8.0,  -0.3,  4388,  -569,  -7.4,  4425,  160.3,  178.3,  -12.1,  30.7,  14.6,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_151824, 2025-01-17 PM 3:18:24, , , Unknown Player, 7 Iron, Premium, , , , , , , 10.906, -1.357, , 55.7104, , 7.363999999999999, -1.449, 4383.39, Measured, -3.351, 99.18650817871094, 14.533075817759231, -3.7647191584323125, 145.54502858867988, -6.6608400114745905, -0.3923416666184751, 4.998758, 144.98930908478, -6.622194692469506, 35.0191279290911, 21.520986557006836, 4.967175, 160.12029572651483, -7.672595418061629, , , , -2.957, , , , , , , , TRUE, , , , , Max,20250117_151824, 1882,  55.9,  8.7,  -0.7,  4542.7,  -70.2,  4543.2,  -0.9,  37.3,  -2.0,  4.2,  -7.8,  14.0,  5.9,  -2.9,  192.5,  60.2,  -11.5,  1.4,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:18:24, , GRadar,20250117_151821, SD_2025.01.17_15.18.21_003, 55.15, 10.41, -0.96, 3437.0, -198.0, 3442.7, -3.3, 160.3, 168.8, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 56.17, 15.43, -2.65, 3932.7, -362.4, 4077.4, -8.8, 0, 1, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_151853, 2025-01-17 PM 3:18:53, , , Unknown Player, 7 Iron, Premium, 39.464, 0.3, 1.7, -0.8999999999999999, 55.49100000000001, 1.9240000000000002, 6.488, -3.191, -4.891, 55.8639, 1.4156, 4.651999999999998, -1.7240000000000002, 2911.1, Measured, , 73.83198547363281, 4.399411020042372, -4.223672165393392, 135.0333283891462, -10.679833334845755, -4.077619853799783, 3.488179, 120.05065544633412, -8.839574333858693, 12.339242649824554, 30.929471969604492, 2.973752, 164.3783871698049, -14.00357081476081, 60.90701819208728, 2.2673534851504953, -15.50663516513518, , , , , , , , , TRUE, , , , , Max,20250117_151853, 1883,  55.7,  5.5,  -1.3,  2831.2,  -281.4,  2845.1,  -5.7,  37.2,  -0.2,  3.3,  -1.4,  10.8,  -1.8,  6.7,  34.5,  51.9,  -1.7,  8.5,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:18:53, , GRadar,20250117_151843, SD_2025.01.17_15.18.43_004, 46.07, 7.19, -19.66, 600.0, 0.0, 600.0, 0.0, 94.9, 118.0, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 24.31, 29.55, 0.81, 2435.3, -119.2, 2425.2, -2.2, 0, 0, , 
Wave,20250117_151905, SI_2025.01.17_15.19.05_217, 55.85, 1.45, -1.67, 611.8, -372.4, 716.2, -31.3, 31.8, 52.3, 39.5, 1.2, -0.3, 54.3, 2.4, 41.53, 18.66, -2.42, 2324.5, -30.6, 2380.0, -2.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250117_151851, SD_2025.01.17_15.18.51_006, 55.32, 4.49, -1.70, 1556.0, -101.0, 1559.3, -3.7, 126.2, 144.1, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 56.43, 14.31, -3.90, 3438.0, -394.0, 3733.3, -11.9, 0, 1, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_151919, 2025-01-17 PM 3:19:19, , , Unknown Player, 7 Iron, Premium, 38.924, 0.4, 1.2000000000000002, -1.6, 50.822, 1.489, 15.552000000000001, 0.664, -0.536, 56.2946, 1.4463, 12.360999999999999, 0.774, 3991.67, Measured, -5.944000000000002, 108.64014434814453, 19.45655807134408, -2.588728437482307, 167.86209099660906, -7.539061800005278, -2.0278541937251586, 5.606497, 165.23366695604614, -7.265543663137374, 36.82381846566184, 23.65347671508789, 5.466527, 181.49990174000405, -8.932667754450016, 57.09450832393691, 2.893135737700784, -6.295673545027078, -9.495, , , , , , , , TRUE, , , , , Max,20250117_151919, 1885,  56.3,  13.7,  1.6,  2117.7,  -2215.0,  3064.5,  -46.3,  37.5,  -4.5,  1.0,  4.4,  20.3,  -0.8,  26.8,  -109.8,  50.6,  -1.9,  9.0,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:19:19, , GRadar,20250117_151912, SD_2025.01.17_15.19.12_007, 30.61, 13.13, -20.59, 5809.1, -2015.0, 6148.6, -19.1, 64.7, 75.7, 30.7, 98765.0, 98765.0, 98765.0, 98765.0, 26.88, 33.07, 0.01, 2998.0, 98.0, 3027.8, 1.1, 0, 0, , 
Wave,20250117_151931, SI_2025.01.17_15.19.31_218, 56.22, 12.41, 0.60, 3067.7, 61.5, 3068.3, 1.1, 175.2, 192.8, 41.0, -0.5, 0.5, 50.4, -0.1, 55.87, 15.55, -0.87, 3796.6, -118.0, 3846.9, -1.2, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250117_151917, SD_2025.01.17_15.19.17_008, 55.12, 11.02, 1.18, 2828.2, -441.6, 2862.5, -8.9, 163.9, 173.8, 14.1, 98765.0, 98765.0, 98765.0, 98765.0, 28.30, 22.48, -0.99, 2369.6, -167.2, 2403.7, -8.3, 0, 1, , 
Wave,20250117_151955, SI_2025.01.17_15.19.55_219, 55.69, 0.91, -0.04, 884.4, -511.8, 1021.8, -30.1, 25.6, 41.6, 39.5, -2.5, 4.2, 53.9, 3.0, 56.57, 7.60, -1.22, 2571.9, -392.3, 2720.8, -12.6, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_151943, 2025-01-17 PM 3:19:43, , , Unknown Player, 7 Iron, Premium, 38.809, 4.8, 0.4, -12.299999999999999, 55.513, 3.668, 5.155, -2.15, -2.55, 56.6016, 1.4585, 4.809, -0.016000000000000004, 2709.29, Measured, -17.205, 79.035400390625, 4.235000467374418, -2.9491763507092124, 139.46412258595657, -10.813681511633185, -3.2391961991161224, 3.597565, 126.88545897579401, -8.662988134287945, 11.958377606413597, 29.841657638549805, 3.150254, 169.7421521347262, -15.445346467593971, 61.14677927534365, 8.9883796592377, -22.48027608664262, -8.628, , , , , , , , TRUE, , , , , Max,20250117_151943, 1886,  56.4,  5.2,  0.8,  4880.9,  1040.5,  4990.5,  12.0,  37.8,  0.1,  8.6,  -1.0,  10.2,  9.5,  -2.7,  25.7,  51.1,  -0.9,  12.1,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:19:43, , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250117_152017, SI_2025.01.17_15.20.17_220, 54.84, 12.31, 3.13, 3482.2, 517.5, 3520.4, 8.5, 165.8, 182.7, 39.5, -1.6, 1.5, 51.6, -0.5, 55.31, 13.53, 0.19, 3849.1, 488.3, 3880.4, 5.9, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_152005, 2025-01-17 PM 3:20:05, , , Unknown Player, 7 Iron, Premium, 38.58, -0.2, 1.2000000000000002, 0.3, 51.15599999999999, 0.9490000000000001, 14.045, 2.1610000000000005, 0.961, 55.6585, 1.4427, 10.847, 1.9429999999999998, 3961.3900000000003, Measured, 8.107000000000001, 107.71171569824219, 17.816413712671256, 8.381518946289246, 162.6670283486098, 19.07475812962441, -1.3681088841594573, 5.461217, 160.89164417023284, 18.636269325984827, 36.81001956480738, 22.796560287475586, 5.362618, 176.48093715847293, 22.439864659231095, 57.80377158154965, -3.4298769708291488, -5.676876801182231, 13.207, , , , , , , , TRUE, , , , , Max,20250117_152005, 1887,  55.5,  12.1,  2.7,  4246.6,  193.5,  4251.0,  2.6,  37.0,  3.7,  6.7,  2.1,  12.9,  1.8,  5.1,  -51.5,  54.9,  5.6,  6.0,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:20:05, , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250117_152044, SI_2025.01.17_15.20.44_221, 56.74, 15.26, 0.78, 4030.4, -154.3, 4033.3, -2.2, 177.7, 189.1, 39.4, -2.9, 2.0, 51.5, -0.5, 57.34, 16.54, -1.26, 4154.9, -311.5, 4179.9, -3.7, 0, 0, , GCQ,20250117_152032, Iron,  Standard,  57.1,  14.9,  1.9,  3730,  -175,  -2.7,  3734,  180.5,  191.2,  1.8,  42.0,  27.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_152032, 2025-01-17 PM 3:20:32, , , Unknown Player, 7 Iron, Premium, 38.805, 0, 1, -0.3, 50.546, 0.854, 17.577, 0.606, -0.394, 57.3591, 1.4781, 14.642, 0.661, 3739.78, Measured, 3.695, 113.80120849609375, 24.425508740625617, 4.390550118144395, 143.70025069855473, 7.713150921314771, 18.74970228889784, 4.370145, 175.07314977849884, 11.61208873670147, 39.557508780074095, 25.343557357788086, 5.912366, 191.27560849647506, 13.698177612657664, 56.731580122129834, -1.8586162662733932, -4.439372721089358, 9.596, , , , , , , , TRUE, , , , , Max,20250117_152032, 1888,  57.4,  15.8,  1.1,  3637.8,  -64.5,  3638.3,  -1.0,  38.3,  5.8,  10.3,  1.4,  9.5,  -12.2,  1.5,  -33.8,  54.4,  6.7,  5.3,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:20:32, , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250117_152108, SI_2025.01.17_15.21.08_222, 56.20, 10.15, 1.37, 2844.5, 431.7, 2877.0, 8.6, 167.9, 188.2, 41.0, -1.7, -0.5, 52.8, -2.6, 57.10, 10.16, -0.33, 3178.7, -481.6, 3284.2, -12.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250117_152056, 2025-01-17 PM 3:20:56, , , Unknown Player, 7 Iron, Premium, 38.993, 0, -0.8, -0.3, 51.56100000000001, -0.895, 12.151, 1.76, 2.56, 56.997, 1.4617, 9.525, 1.189, 3399.81, Measured, 0.939, 110.78742218017578, 18.440023256607017, 1.2794866011385, 164.2537379116551, 2.69197059819487, -0.05339152503081985, 5.481467, 164.1821767087675, 2.6893433019970754, 36.700415420780764, 23.089330673217773, 5.4776, 180.96312730445885, 3.3052241038578183, 59.02864605758334, 6.814877038380244, -5.298392936680242, -0.718, , , , , , , , TRUE, , , , , Max,20250117_152056, 1890,  56.8,  10.8,  2.0,  3364.7,  -267.9,  3375.4,  -4.6,  37.9,  6.6,  7.4,  1.3,  8.2,  -10.9,  5.9,  -33.0,  51.2,  7.7,  6.6,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:20:56, , GRadar,20250117_152054, SD_2025.01.17_15.20.54_000, 56.01, 10.75, 1.71, 2030.9, 0.1, 2030.9, 0.0, 169.8, 182.5, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 57.60, 17.52, -1.08, 3258.6, -374.0, 3400.7, -11.9, 0, 1, , 
Wave,20250117_152139, SI_2025.01.17_15.21.39_223, 55.48, 6.85, 2.07, 1858.3, 265.8, 1877.2, 8.1, 141.1, 167.0, 41.0, -0.6, 1.4, 54.6, 0.7, 77.47, 15.67, 0.60, 8619.5, 1121.2, 8659.2, 12.6, 0, 1, , GCQ,20250117_152127, Iron,  Standard,  55.6,  6.3,  2.5,  3087,  134,  2.5,  3090,  156.1,  180.1,  11.0,  21.4,  9.6,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_152127, 2025-01-17 PM 3:21:27, , , Unknown Player, 7 Iron, Premium, 38.695, 0.6, 0.4000000000000001, -1.7999999999999998, 52.970000000000006, 0.73, 8.036, 1.611, 1.211, 55.7943, 1.4419, 5.617, 1.2059999999999997, 3038.07, Measured, 5.698999999999999, 84.36139678955078, 8.628356196629364, 3.271134429385169, 130.89033425146954, 5.619498863763877, 1.7954009546763727, 3.405312, 136.3574789274703, 5.891747476731631, 19.170442673342873, 30.511409759521484, 3.593465, 175.18715228683672, 7.81072600437315, 60.56764094297893, 2.8041067940224167, -6.713251821073686, 3.023, , , , , , , , TRUE, , , , , Max,20250117_152127, 1891,  55.8,  7.1,  2.1,  3160.7,  -98.8,  3162.2,  -1.8,  37.2,  4.7,  5.5,  0.1,  14.4,  -9.2,  1.4,  -3.0,  56.4,  4.8,  7.7,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:21:27, , GRadar,20250117_152125, SD_2025.01.17_15.21.25_001, 55.42, 8.46, 2.07, 2465.0, 119.8, 2467.9, 2.8, 156.6, 169.9, 40.8, 98765.0, 98765.0, 98765.0, 98765.0, 56.77, 15.23, -1.86, 3582.5, -474.7, 3737.8, -10.4, 0, 1, , 
Wave,20250117_152239, SI_2025.01.17_15.22.39_225, 57.58, 14.25, 2.89, 3472.3, 696.7, 3541.5, 11.3, 181.5, 195.4, 41.0, -0.6, -0.2, 48.0, -1.5, 77.38, 17.51, 1.54, 7374.2, 214.7, 7452.8, 3.8, 0, 1, , GCQ,20250117_152227, Iron,  Standard,  57.7,  13.8,  2.5,  3471,  852,  13.8,  3574,  181.5,  194.9,  31.3,  39.6,  25.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250117_152227, 2025-01-17 PM 3:22:27, , , Unknown Player, 7 Iron, Premium, 40.551, 1.2000000000000002, -1.6000000000000003, -4, 46.708, -0.669, 16.162, 1.645, 3.245, 57.8742, 1.4272, 13.450000000000001, 0.9929999999999999, 3579.27, Measured, 23.404000000000003, 116.23815155029297, 22.157319421776275, 12.929567085794027, 170.78954315880281, 31.194508886526922, 3.5789384752204185, 5.545104, 175.65134681126318, 33.006056867237966, 37.09676503072937, 25.073806762695312, 5.790237, 193.33254767634963, 39.48102774639535, 53.01636833073237, -4.309372478962243, -8.313198080624726, 30.011, , , , , , , , TRUE, , , , , Max,20250117_152226, 1893,  58.0,  14.6,  1.9,  3874.1,  629.1,  3924.9,  9.2,  38.7,  1.1,  0.3,  4.0,  20.1,  -2.7,  23.1,  -100.8,  47.8,  4.1,  13.4,  0.0,  0.0,  0.0,  1,  ,  2025.01.17 15:22:26, , GRadar,20250117_152224, SD_2025.01.17_15.22.24_002, 57.48, 13.54, 2.21, 2141.7, 755.6, 2271.1, 19.4, 170.7, 181.4, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 58.11, 16.17, -0.17, 3756.7, -46.6, 3788.5, -1.4, 0, 0, , 
