SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-14¿ÀÀü10:4Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250114_101218, SD_2025.01.14_10.12.18_095, 57.93, 12.00, 4.88, 2271.3, 1773.5, 2881.7, 38.0, 162.3, 183.0, 42.6, 3.2, -3.6, 45.0, -1.7, 58.12, 12.47, 0.22, 3512.9, 888.4, 3632.0, 14.8, 0, 0, , GCQ,20250114_101218, Driver,  Standard,  58.3,  12.7,  4.4,  3791,  799,  11.9,  3874,  181.0,  193.7,  34.8,  39.5,  24.4,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0101217, 2025-01-14 AM 10:12:17, , , Unknown Player, Driver, Premium, 40.682, 0.6, -0.6, -4.6, 42.554, -0.696, 14.849999999999998, 4.852, 5.452, 58.4425, 1.4366, 12.138000000000002, 3.737, 3791.63, Measured, 18.673, 117.35321807861328, 20.66194158652379, 17.01278749470682, 162.21528149873345, 29.999434147030403, 11.214871097288976, 4.705099, 182.28038178735682, 35.97731408839516, 34.0905986178598, 26.596324920654297, 5.594206, 203.37113385415643, 42.12031209352577, 51.4407114295056, 4.66671744855679, -10.45824185838017, 24.254, , , , , , , , TRUE, , , , , GRadar,20250114_101214, SD_2025.01.14_10.12.14_015, 58.32, 12.43, 4.12, 2980.3, 698.0, 3060.9, 13.2, 174.6, 191.7, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 51.73, 14.16, 2.53, 2545.5, -387.7, 2674.8, -13.2, 0, 1, , 
Wave,20250114_101329, SD_2025.01.14_10.13.29_096, 58.08, 9.90, 0.53, 2120.8, 721.5, 2240.2, 18.8, 172.6, 195.3, 44.0, 2.1, -3.0, 42.5, -1.0, 74.36, 18.50, 0.20, 7302.0, 148.5, 7382.9, 2.2, 0, 1, , GCQ,20250114_101329, Driver,  Standard,  58.7,  9.8,  0.7,  3078,  620,  11.4,  3140,  182.4,  199.6,  20.3,  31.6,  17.8,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0101329, 2025-01-14 AM 10:13:29, , , Unknown Player, Driver, Premium, 41.363, 0.4, 0.2, -3.9, 41.433, 0.13600000000000004, 11.825999999999999, 0.546, 0.346, 59.0061, 1.4265, 9.456000000000001, 0.484, 3106.98, Measured, 14.401, 101.23822784423828, 12.316339805282036, 4.717504215975166, 157.68029824108478, 11.60786022879773, 2.337111221605492, 4.286487, 163.29236416597092, 12.417055927770143, 23.737877269061958, 27.596763610839844, 4.506942, 194.48194772614508, 16.91245158080544, 48.78731394282005, -4.530537704786844, -13.605419304537179, 11.041, , , , , , , , TRUE, , , , , GRadar,20250114_101325, SD_2025.01.14_10.13.25_016, 58.75, 9.13, 0.34, 1820.3, 411.4, 1866.2, 12.7, 166.3, 190.2, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 58.79, 16.76, -2.03, 3549.3, 284.3, 3579.7, 4.2, 0, 1, , 
Wave,20250114_101443, SD_2025.01.14_10.14.43_097, 49.39, 27.85, 1.66, 7061.3, 927.0, 7121.9, 7.5, 135.3, 138.8, 42.5, 1.0, -2.2, 45.8, -2.0, 49.78, 24.98, 1.15, 6895.2, 77.5, 6915.4, 0.7, 0, 1, , GCQ,20250114_101443, Driver,  Standard,  50.9,  26.7,  1.9,  5546,  203,  2.1,  5550,  143.3,  150.4,  7.8,  53.0,  39.3,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0101443, 2025-01-14 AM 10:14:43, , , Unknown Player, Driver, Premium, 41.198, 1, -0.9999999999999999, -6.3, 41.76199999999999, -0.38199999999999995, 31.072999999999997, 1.733, 2.733, 50.6494, 1.2294, 26.184999999999995, 1.209, 5518.92, Measured, 7.325000000000001, 97.46643829345703, 37.84203332684338, 4.801296499564941, 124.5747312197193, 9.369775996873903, 23.534388976245637, 5.270778, 146.35588597621592, 12.36211102730529, 52.43725204013396, 25.62076759338379, 6.676999, 152.65677821545847, 13.147113101458054, 52.50876960649862, 11.633338329621456, 13.034178900094842, 9.282, , , , , , , , TRUE, , , , , GRadar,20250114_101440, SD_2025.01.14_10.14.40_017, 50.00, 25.25, 0.52, 3709.1, -297.0, 3721.0, -4.6, 140.7, 145.3, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 50.00, 24.14, -2.31, 6320.2, 63.6, 6369.1, 1.3, 0, 1, , 
Wave,20250114_101620, SD_2025.01.14_10.16.20_098, 56.07, 6.01, -10.33, 1529.5, -934.7, 1792.5, -31.4, 120.1, 147.5, 41.0, 4.8, -3.8, 47.5, 4.6, 56.30, 5.49, -4.44, 2738.0, -3.2, 2836.9, 0.5, 0, 0, , GCQ,20250114_101620, Driver,  Standard,  56.0,  4.9,  -9.0,  1277,  -508,  -21.7,  1374,  105.5,  164.0,  -37.2,  7.4,  2.8,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0101620, 2025-01-14 AM 10:16:20, , , Unknown Player, Driver, Premium, 43.233, 8.7, -2.3, -29.4, 48.069, 5.417, 3.4070000000000005, -11.029, -8.729, 56.1915, 1.2997, 3.970000000000001, -10.129, 1324.81, Measured, 13.117999999999997, 55.129844665527344, 2.364280207791625, -9.171601429947469, 77.90765937339964, -12.555877070270755, 1.7526378690325681, 1.643745, 98.00397257053868, -15.085514337895056, 6.965877778865263, 37.65041732788086, 2.16033, 157.46614407055637, -21.930739842070196, , , , 2.179, , , , , , , , TRUE, , , , , GRadar,20250114_101617, SD_2025.01.14_10.16.17_018, 56.27, 3.81, -10.03, 1275.0, -279.0, 1305.2, -12.3, 101.9, 127.3, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 57.19, 15.47, -2.91, 3460.9, 117.3, 3455.9, 0.6, 0, 1, , 
Wave,20250114_101734, SD_2025.01.14_10.17.34_099, 62.46, 10.37, -7.83, 2219.5, -881.2, 2388.0, -21.7, 196.2, 220.4, 45.5, 2.5, -5.9, 43.1, -2.1, 62.64, 11.65, -4.00, 1677.8, -412.5, 1779.9, -16.3, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250114_0101734, 2025-01-14 AM 10:17:34, , , Unknown Player, Driver, Premium, 43.151, 3, -2.6, -12.2, 44.923, -0.24, 10.648, -7.812, -5.212, 63.3361, 1.4678, 9.268, -6.872, 2337.86, Measured, -9.346, 115.61207580566406, 14.862332562084893, -17.418998328071357, 176.76577129994917, -28.793212002258784, 3.2035447294696775, 4.516399, 184.07880774691282, -30.136546974095364, 24.891589316594317, 28.698816299438477, 4.793934, 216.9506505909042, -36.11770527568845, 50.319979331214064, 1.1527735488650932, -4.775780938312489, -8.192, , , , , , , , TRUE, , , , , GRadar,20250114_101731, SD_2025.01.14_10.17.31_019, 62.34, 8.72, -7.36, 1908.4, -173.7, 1916.3, -5.2, 193.2, 222.6, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 64.56, 17.05, 0.29, 3249.7, -38.6, 3285.9, -3.1, 0, 1, , 
Wave,20250114_101845, SD_2025.01.14_10.18.45_101, 56.18, 14.08, 2.02, 2912.2, 1405.9, 3233.8, 25.8, 170.6, 187.8, 41.1, -0.2, -6.6, 42.8, -9.1, 26.30, 26.07, 0.63, 2191.5, -134.1, 2209.3, -3.8, 0, 0, , GCQ,20250114_101845, Driver,  Standard,  56.5,  14.3,  1.8,  2311,  133,  3.3,  2315,  188.3,  207.5,  11.7,  34.8,  22.7,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0101845, 2025-01-14 AM 10:18:45, , , Unknown Player, Driver, Premium, 42.652, 1.7999999999999998, -5, -8.5, 43.878, -3.7859999999999996, 15.564999999999998, 2.143, 7.143, 56.775, 1.3311, 13.966, 1.263, 2284.87, Measured, 13.005, 109.97566223144531, 18.50901778904307, 5.674174745062237, 165.6131121413066, 12.573033611086494, 7.468395549574634, 4.580862, 180.6923279719148, 14.757615896432364, 29.43885701243652, 28.227657318115234, 5.181749, 209.41381658860604, 18.9225361182254, 52.691592951240665, 25.34374355241701, 4.948894503542612, 10.785, , , , , , , , TRUE, , , , , GRadar,20250114_101842, SD_2025.01.14_10.18.42_020, 57.01, 14.15, 1.14, 1531.0, 310.7, 1562.2, 11.5, 185.2, 218.6, 42.4, 98765.0, 98765.0, 98765.0, 98765.0, 57.03, 15.29, -1.98, 4340.2, -539.7, 4486.6, -8.2, 0, 1, , 
Wave,20250114_102021, SD_2025.01.14_10.20.21_104, 62.55, 7.84, -5.14, 1132.2, 57.5, 1133.6, 2.9, 178.8, 212.2, 46.9, 4.6, -7.1, 43.6, -1.5, 62.28, 9.30, -4.54, 2935.3, 567.5, 2974.4, 11.5, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250114_0102021, 2025-01-14 AM 10:20:21, , , Unknown Player, Driver, Premium, 43.058, 2.3999999999999995, -1.4, -10.7, 42.674, 0.5349999999999999, 10.396, -2.9260000000000006, -1.5260000000000002, 62.7306, 1.4569, 8.799, -2.6450000000000005, 2258.92, Measured, -42.29399999999999, 85.55111694335938, 8.966812626279427, -10.801998745027976, 152.634033473207, -27.10948766674122, -4.204300777224304, 3.679003, 142.09509238761692, -24.146972865390037, 19.38659993067885, 32.84834671020508, 3.329371, 185.0857899285998, -35.81963125154196, 50.25581827704582, 6.657480902953344, -10.247177273647084, -17.659, , , , , , , , TRUE, , , , , GRadar,20250114_102018, SD_2025.01.14_10.20.18_021, 61.93, 8.82, -4.02, 1159.0, -899.0, 1466.8, -37.8, 156.7, 193.0, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 63.04, 13.20, -1.07, 3177.4, -211.1, 3208.5, -3.4, 0, 1, , 
Wave,20250114_102133, SD_2025.01.14_10.21.33_106, 61.60, 10.98, -4.93, 2214.0, 289.9, 2232.9, 7.5, 200.1, 224.1, 45.6, 3.1, -5.0, 46.1, -1.3, 62.36, 12.95, -4.64, 2003.0, -296.9, 2094.9, -9.8, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250114_0102133, 2025-01-14 AM 10:21:33, , , Unknown Player, Driver, Premium, 42.941, 2.6, -1.8, -10.5, 45.782, 0.081, 12.242, -4.673, -2.873, 62.8039, 1.4626, 11.164, -4.35, 1567.56, Measured, 8.78, 109.25958251953125, 15.10136130402342, -5.902726653746294, 184.4706048397971, -6.673242378739715, -2.248724204687356, 4.746783, 179.88933566206188, -6.725142885897673, 25.224938840364803, 30.919296264648438, 4.581725, 216.57267433029094, -6.374088645187458, 51.215607189980354, 1.0168098686086926, -2.266320565516216, 6.929, , , , , , , , TRUE, , , , , GRadar,20250114_102130, SD_2025.01.14_10.21.30_022, 62.05, 11.63, -4.49, 841.0, 277.0, 885.4, 18.2, 184.0, 212.1, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 63.84, 17.15, -2.54, 3444.6, 30.2, 3515.3, -2.5, 0, 1, , 
Wave,20250114_102246, SD_2025.01.14_10.22.46_107, 58.64, 12.00, 1.24, 2899.9, 270.6, 2912.5, 5.3, 186.3, 204.2, 44.0, -1.6, -0.0, 45.9, -2.2, 71.48, 19.23, 0.18, 6922.0, 287.9, 6964.1, 3.3, 0, 1, , GCQ,20250114_102246, Driver,  Standard,  59.1,  11.9,  2.3,  2067,  -1008,  -26.0,  2300,  186.2,  206.0,  -28.1,  29.2,  17.7,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0102246, 2025-01-14 AM 10:22:46, , , Unknown Player, Driver, Premium, 42.429, 2.2000000000000006, -0.8, -9.5, 46.657000000000004, 0.6820000000000002, 12.983999999999998, 2.627, 3.427, 59.2799, 1.3972, 11.343, 2.0770000000000004, 2275.13, Measured, -22.982999999999997, 97.57228088378906, 13.323537953994272, -1.7682306949129551, 141.0154078446928, -6.0551232730468865, 7.902525045755678, 3.532428, 164.58625786218795, -8.89756324973059, 22.790000525828457, 28.98880386352539, 4.378298, 199.47801875047784, -13.284781804156221, 53.08310846655992, 21.547847876761093, -0.23633336496375237, -14.848, , , , , , , , TRUE, , , , , GRadar,20250114_102243, SD_2025.01.14_10.22.43_023, 59.05, 11.66, 1.51, 1151.0, -659.4, 1326.5, -29.8, 167.9, 198.4, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 59.77, 18.22, -0.44, 3827.5, -9.1, 3853.5, -1.3, 0, 1, , 
Wave,20250114_102516, SD_2025.01.14_10.25.16_110, 62.28, 9.91, -1.63, 2262.9, 10.0, 2263.0, 0.3, 200.7, 225.4, 47.5, 2.2, -2.1, 46.6, 0.5, 54.79, 21.17, -0.84, 3337.7, -49.7, 3334.6, -0.5, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250114_0102516, 2025-01-14 AM 10:25:16, , , Unknown Player, Driver, Premium, 42.605, 2.8, -0.2, -11.3, 45.055, 1.9399999999999995, 12.038000000000002, -1.549, -1.349, 62.2455, 1.461, 10.59, -1.348, 2020.97, Measured, 6.060999999999998, 112.71613311767578, 14.820316383166444, -1.1006966706627737, 180.98732286310312, 0.6648971498989957, 1.0891861856292717, 4.642674, 183.41596283651745, 0.7581553787687434, 24.550137305111683, 29.647674560546875, 4.732456, 218.3210320870977, 2.0937662272050614, 51.96955987533934, 1.3451120657954823, -8.736555002033821, 5.073, , , , , , , , TRUE, , , , , GRadar,20250114_102513, SD_2025.01.14_10.25.13_024, 61.65, 11.36, -1.84, 970.0, 104.0, 975.6, 6.1, 188.6, 226.4, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 62.84, 15.21, -3.67, 3296.7, 14.0, 3335.0, -0.8, 0, 1, , 
Wave,20250114_102630, SD_2025.01.14_10.26.30_112, 60.89, 8.52, -1.52, 2059.8, 378.9, 2094.4, 10.4, 184.7, 212.3, 45.6, 1.3, -3.9, 45.3, -2.8, 32.20, 26.07, 1.56, 2821.0, 109.0, 2838.6, 0.6, 0, 0, , GCQ,20250114_102630, Driver,  Standard,  61.1,  8.2,  -1.1,  2762,  261,  5.4,  2774,  192.1,  211.7,  4.9,  28.2,  15.9,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0102630, 2025-01-14 AM 10:26:30, , , Unknown Player, Driver, Premium, 43.211, 1, -1.9999999999999998, -6.1, 44.29900000000001, -1.5170000000000001, 9.523, -1.144, 0.856, 61.3459, 1.4197, 7.503999999999999, -1.3709999999999998, 2768.42, Measured, 11.139000000000001, 120.57012176513672, 12.66662092557183, 2.12934086684189, 184.65716988595437, 9.888101690908963, -0.45144878777576725, 4.979113, 183.69216399306205, 9.725688925114662, 24.70282135712648, 27.15926170349121, 4.939659, 214.0180055624438, 14.795070389996472, 52.335227463154034, 1.0990923593278175, -13.4944594349352, 14.112, , , , , , , , TRUE, , , , , GRadar,20250114_102627, SD_2025.01.14_10.26.27_025, 60.52, 8.01, -1.96, 1845.5, 312.2, 1871.8, 9.6, 183.9, 212.2, 45.5, 98765.0, 98765.0, 98765.0, 98765.0, 62.35, 12.89, -3.97, 3153.2, -104.0, 3194.6, -2.5, 0, 1, , 
Wave,20250114_102741, SD_2025.01.14_10.27.41_114, 59.11, 13.62, 0.16, 2858.9, -109.4, 2861.0, -2.2, 192.9, 208.5, 44.2, 0.6, 0.9, 48.8, 1.7, 27.04, 26.88, 1.10, 2465.9, -35.6, 2438.2, -1.8, 0, 0, , GCQ,20250114_102741, Driver,  Standard,  60.0,  12.1,  0.4,  2134,  258,  6.9,  2150,  201.4,  221.7,  12.4,  31.4,  20.6,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0102741, 2025-01-14 AM 10:27:41, , , Unknown Player, Driver, Premium, 41.347, 2.2000000000000006, 0.4, -9.2, 47.21900000000001, 1.9150000000000003, 13.156000000000002, -0.094, -0.49400000000000005, 60.3972, 1.4607, 11.576, -0.014, 2122.71, Measured, 7.792000000000001, 112.94835662841797, 16.68973170629773, 2.401164703285195, 157.76236988673966, 5.127313300171012, 10.494236774298288, 4.056608, 184.14251708508513, 7.020769197339655, 27.0298444608597, 27.894161224365234, 5.07032, 214.6311143032975, 9.286504439947219, 53.449153873316384, 4.937182353726128, 1.0673419593687044, 7.066, , , , , , , , TRUE, , , , , GRadar,20250114_102738, SD_2025.01.14_10.27.38_026, 59.97, 12.21, -0.59, 1065.0, 258.3, 1095.9, 13.6, 185.4, 211.8, 44.0, 98765.0, 98765.0, 98765.0, 98765.0, 61.03, 18.27, -2.62, 3156.7, -236.7, 3229.5, -5.7, 0, 1, , 
Wave,20250114_103207, SI_2025.01.14_10.32.07_117, 40.05, 2.20, -1.87, 1779.6, 1763.6, 2505.4, 44.7, 19.9, 35.7, 38.0, 1.8, -6.7, 55.6, -1.2, 39.10, 7.48, -6.00, 5477.3, 429.2, 5634.2, 6.8, 0, 0, , GCQ,20250114_103207, Iron,  Standard,  40.3,  7.5,  -0.7,  67,  1072,  86.4,  1074,  41.2,  89.6,  7.7,  8.5,  1.5,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0103207, 2025-01-14 AM 10:32:07, , , Unknown Player, 7 Iron, Premium, 35.57, 1.6, 2.6, -4.1, 62.567, 3.477, -0.9730000000000001, -6.034999999999999, -8.635, 40.1704, 1.1293, 0.905, 0.20999999999999996, 5807.97, Measured, 4.645999999999982, 11.804817199707031, 0.16921812121460236, -0.2070439358543529, 22.077018713839205, -1.0310381998242892, -0.2931075441211218, 0.595814, 16.741878881268754, -0.45548606068001957, 4.292042618527702, 35.6813850402832, 0.440744, 65.05099726501015, -3.2971337679584143, 70.87027727535767, 3.863131415967065, -9.399633125712553, -0.516, , , , , , , , TRUE, , , , , GRadar,20250114_103204, SD_2025.01.14_10.32.04_027, 40.02, 3.23, -1.93, 1216.5, -327.2, 1259.7, -15.1, 27.6, 44.0, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 40.51, 21.00, 1.70, 6452.9, -32.9, 6465.4, -0.5, 0, 0, , 
Wave,20250114_103319, SI_2025.01.14_10.33.19_119, 46.30, 23.84, 2.15, 5904.7, -58.9, 5905.0, -0.6, 131.5, 137.2, 35.3, -3.8, 2.2, 58.4, -0.7, 47.42, 22.78, 0.10, 6197.5, 347.5, 6210.5, 3.3, 0, 0, , GCQ,20250114_103319, Iron,  Standard,  46.8,  23.2,  2.4,  4452,  -155,  -2.0,  4455,  136.5,  145.5,  3.9,  46.7,  28.2,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0103319, 2025-01-14 AM 10:33:19, , , Unknown Player, 7 Iron, Premium, 35.761, 0.2, 1.2000000000000002, -0.8, 57.598, 1.3320000000000003, 27.108, 1.8830000000000002, 0.683, 47.272, 1.3219, 22.886999999999997, 1.777, 4431.39, Measured, 6.961, 85.70470428466797, 25.59085277742023, 3.354994489300783, 130.4164086626862, 7.6161529491484306, 8.254907555264435, 4.85227, 140.46511120660088, 8.668848021200692, 41.99507217966547, 26.75026512145996, 5.35386, 155.02180843405003, 10.170110647612097, 69.1640484355208, 11.075950983918629, -4.525101624478602, 4.317, , , , , , , , TRUE, , , , , GRadar,20250114_103315, SD_2025.01.14_10.33.15_028, 46.14, 23.09, 1.23, 7092.9, 648.0, 7122.4, 5.2, 139.8, 149.2, 36.1, 98765.0, 98765.0, 98765.0, 98765.0, 47.04, 21.92, -1.49, 5089.7, -843.1, 5227.6, -10.2, 0, 0, , 
Wave,20250114_103438, SI_2025.01.14_10.34.38_120, 45.35, 23.14, -1.16, 5260.4, 455.4, 5280.1, 4.9, 130.0, 136.8, 35.7, -0.1, -3.8, 56.8, -4.6, 46.59, 22.50, -4.26, 6251.9, -211.2, 6321.7, -1.3, 0, 0, , GCQ,20250114_103438, Iron,  Standard,  45.7,  23.4,  -1.2,  3568,  -476,  -7.6,  3600,  135.9,  145.4,  -11.1,  44.9,  26.5,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0103438, 2025-01-14 AM 10:34:38, , , Unknown Player, 7 Iron, Premium, 35.078, 0.4000000000000001, 0.4, -1.2999999999999998, 60.475, 0.531, 26.195, -2.491, -2.8910000000000005, 46.2077, 1.3173, 22.745, -2.062, 3562.79, Measured, 12.243000000000004, 87.38617706298828, 25.641392312702987, -1.6167717545817066, 129.36614603705488, -0.15381397586934722, 8.646737027984114, 5.040148, 139.45538035897374, 0.2956409552519485, 43.44606399671723, 25.244365692138672, 5.585707, 153.12742879133742, 0.8481541409589899, 64.29445670370372, 6.046625824634484, -0.14283347542891703, 5.314, , , , , , , , TRUE, , , , , GRadar,20250114_103435, SD_2025.01.14_10.34.35_029, 45.84, 23.20, -2.31, 5629.8, 553.0, 5656.9, 5.6, 137.2, 146.5, 37.7, 98765.0, 98765.0, 98765.0, 98765.0, 46.16, 22.46, -2.03, 4340.4, -297.8, 4359.3, -6.7, 0, 1, , 
Wave,20250114_103643, SI_2025.01.14_10.36.43_121, 46.31, 22.89, -2.43, 5395.3, 698.1, 5440.3, 7.4, 133.2, 139.4, 38.2, 0.5, -6.2, 54.6, -6.7, 47.44, 21.57, -2.83, 6174.8, 111.8, 6244.6, 0.7, 0, 0, , GCQ,20250114_103643, Iron,  Standard,  47.0,  22.7,  -2.0,  5797,  -172,  -1.7,  5800,  132.6,  139.9,  -6.9,  47.9,  28.4,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0103643, 2025-01-14 AM 10:36:43, , , Unknown Player, 7 Iron, Premium, 35.602, 0, -1.7999999999999998, 0.1, 56.836999999999996, -2.0759999999999996, 27.557999999999996, -3.555, -1.755, 47.6993, 1.3398, 22.172999999999995, -3.194999999999999, 5709.09, Measured, -0.26099999999999995, 85.5610122680664, 26.593068454875105, -3.8566862973329825, 126.89876618954987, -3.361648781691623, 9.79629989828863, 4.914401, 138.32532128294642, -2.951380294440471, 43.53968253437863, 26.418853759765625, 5.508349, 149.81544118923222, -2.5518645394865684, 66.46555441841662, -1.9146192347991806, -4.15661873076572, 4.761, , , , , , , , TRUE, , , , , GRadar,20250114_103640, SD_2025.01.14_10.36.40_030, 46.29, 22.52, -3.25, 6848.4, 519.0, 6868.1, 4.3, 138.4, 145.5, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 47.25, 21.77, -2.83, 5173.8, -49.5, 5167.3, -2.7, 0, 1, , 
Wave,20250114_103755, SI_2025.01.14_10.37.55_123, 44.11, 1.74, 11.44, 2230.9, 1907.5, 2935.2, 40.5, 25.0, 40.8, 38.3, -4.8, -1.8, 53.5, -9.6, 45.33, 14.23, 5.89, 5395.6, 1852.3, 5723.9, 16.8, 0, 0, , GCQ,20250114_103755, Iron,  Standard,  44.7,  2.5,  11.2,  1371,  1846,  53.4,  2299,  31.3,  98.3,  31.1,  3.0,  0.7,  --,  --,  --,  --,  --,  --,  --,  0.0,  --,  --, , TM4,20250114_0103755, 2025-01-14 AM 10:37:55, , , Unknown Player, 7 Iron, Premium, 36.279, 0.6, -4.8, -1.7999999999999998, 53.497, -4.449, , , , 45.1308, 1.244, -0.30899999999999994, 12.591, 4585.21, Measured, -24.619000000000003, 0, 0, 0, 36.68309867150587, 6.770247560922589, 0.6799781997812634, 0.91115, 77.53846924154088, 12.249290356544678, 6.377326300959081, 25.311607360839844, 2.292074, 108.88867715081797, 15.688386474381037, 64.05527616547029, 27.282497439042142, -0.7491908906323954, -4.736, , , , , , , , TRUE, , , , , GRadar,20250114_103752, SD_2025.01.14_10.37.52_031, 43.79, 2.90, 11.23, 925.0, 0.0, 925.0, 0.0, 35.3, 54.8, 39.3, 98765.0, 98765.0, 98765.0, 98765.0, 45.00, 20.84, -2.74, 6409.5, -698.2, 6554.5, -6.9, 0, 1, , 
